Track Name,Album,Lyrics
That's My Bitch by JAY-Z & Kanye West,Watch the Throne,"That’s My Bitch Lyrics
Uh
Hello, can I speak to, uh
Uh
Yeah, you know who you are, look
You had no idea what ya dealing with
Something on some this realest shit
Pop champagne, I'll give you a sip
'Bout to go dumb, how come?
Yeah, that's my bitch
That's my bitch
Sh-shorty right there? That's my bitch
That's my bitch
I've been waiting for a long, long time
Just to get off and throw my hands up high
And live my life, and live my life
Just to get off and throw my hands up high (Yeah)

I paid for them titties, get your own
It ain't safe in the city, watch the throne
She say I care more about them basquions
Basquiats, she learning a new word, it's yacht
Blew the world up soon as I hit the club with her
Too Short called, told me I fell in love with her
Seat by actors, ball players, and drug dealers
And some lesbians that never loved niggas
Twisted love story, True Romance
Mary Magdalene from a pole dance
I'm a freak, huh? Rockstar life
The second girl with us, that's our wife
Hey, boys and girls, I got a new riddle
Who's the new old perv that's tryna play second fiddle?
No disrespect, I'm not tryna belittle
But my dick worth money, I put Monie in the middle
I've been waiting for a long, long time (Where she at? In the middle)
Just to get off and throw my hands up high
And live my life, and live my life
Just to get off and throw my hands up high, high, high, high
Swilling little licks and mixes 'til mornin'
I'm yearnin', ooh, yeah
Could I maybe have a little dab of your potion?
Stop motion, ooh, yeah
Go harder than a nigga for a nigga, go figure
Told me keep my own money if we ever did split up
How could somethin' so gangster be so pretty in pictures?
Ripped jeans and a blazer and some Louboutin slippers
Uh, Picasso was alive, he would've made her
That's right, nigga, Mona Lisa can't fade her
I mean Marilyn Monroe, she's quite nice
But why all the pretty icons always all white?
Put some colored girls in the MoMA
Half these broads ain't got nothing on Willona
Don't make me bring Thelma in it
Bring Halle, bring Penélope and Salma in it, uh
Back to my Beyoncés
You deserve three stacks, word to André
Call Larry Gagosian, you belong in mo-seums
You belong in vintage clothes, crushing the whole building
You belong with niggas who used to be known for dope dealing
You too dope for any of those civilians
Now shoo, children, stop looking at her tits
Get your own dog, ya heard? That's my bitch
I've been waiting for a long, long time
Just to get off and throw my hands up high
And live my life, and live my life
Just to get off and throw my hands up high, high, high, high25Embed"
Welcome to the Jungle by JAY-Z & Kanye West,Watch the Throne,"Welcome to the Jungle Lyrics

Uh
Right
Oh, oh
Right
One-two, one-two (Yeah)
Ayy
Welcome to the jungle, welcome to the jungle, well
(Yeah, yeah)
Welcome to the jungle, welcome to the jungle, well
(Yeah, uh, yeah)
I asked her where she wanna be when she twenty-five (Five)
She turned around and looked at me and she said, ""Alive""
Welcome to the jungle, welcome to the jungle, well
(Uh, oh)
Black Axl Rose, move halves and wholes (Right)
Come down to the jungle, just ask for Hov (Right)
Move blocks and squares, move apples and pears (Oh)
Work pots and pans just to cop me some Airs (Goddammit)
My uncle died, my daddy did too (Ayy)
Paralyzed by the pain, I can barely move
My nephew gone, my heart is torn
Sometimes I look to the sky, ask why I was born
My faith in God, every day is hard
Every night is worse, that's why I pray so hard

Why I pray so hard, this is crazy, God
Just when I thought I had everything, I lost it all
So que será (Welcome to the jungle), get a case of Syrah
Let it chase the pain 'fore it goes too far (Yeah)

My dreams is big, reality set in (Huh)
Let off a clip from a automatic weapon (Yeah)
Through shots in the door, it died in Vegas
Though it fought so hard, I knew it wouldn't make it
I'm a tortured soul, I live in disguise
Rest in peace to the leader of the Jackson 5 (Ooh, woo)
I died in my sleep, I'm still Big Pimpin'
I ball at the mall, beginning of the ending (Yeah)
Where the fuck is the sun? It's been a while
Mama, look at your son, what happened to my smile?
My tears is tatted, my rag in my pocket
I'm just looking for love, I know somebody got it
Champagne for the pain, weed for the low
Goddamn, I'm so high, where the fuck did I go?
I'm losing myself, I'm stuck in the moment
I look in the mirror, my only opponent
Where the fuck is the press? Where the fuck is the pres'?
Either they know or don't care, I'm fucking depressed
No crying in public, just lying to judges
Riskin' my life, I'm already dying, so fuck it, well
Welcome to the jungle, welcome to the jungle, well
Goddammit17Embed"
Who Gon Stop Me by JAY-Z & Kanye West,Watch the Throne,"Who Gon Stop Me Lyrics

I can't stop
I can't stop
This is something like the Holocaust
Millions of our people lost
Bow our heads and pray to the Lord
'Til I die, I'ma fuckin' ball
Now who gon' stop me? Who gon' stop me, huh?
Who gon' stop me? Who gon' stop me, huh?
Black cards, black cars, black on black, Black broads
Whole lotta money in a black bag
Black strap, you know what that's for
Who gon' stop me, huh?
Who gon' stop me, huh?
Yeah, who gon' stop me?
No brakes, I need State Farm
So many watches, I need eight arms
One neck, but got eight charms
Who gon' stop me, huh?

Niggas talking, they bitch-made, ix-nay off my dicks-nay
That's Pig Latin, itch-bay, who gon' stop me, huh?
Last night ain't go so well, got kicked up out the hotel
Got a little freaky like Marvin Albert, yes, tell Howard Cosell
You just a commentator if you getting paper
Everybody I know from the hood got common haters
In some relations, you just supposed to say nothin'
Heard she fucked the doorman, well, that's cool, I fucked the waitress
Heard Yeezy was racist, well, I guess that's on one basis
I only like green faces

This is something like the Holocaust
Millions of our people lost
Bow our heads and pray to the Lord
'Til I die, I'ma fucking ball
Now who gon' stop me? Who gon' stop me, huh?
Who gon' stop me? Who gon' stop me, huh?
Black cards, black cars, black on black, Black broads
Whole lotta money in a black bag
Black strap, you know what that's for
Y'all weed purple, my money purple
Y'all Steve Urkel, I'm Oprah's circle
I wrote the verse that I hope'll hurt you (Yeah, yeah, let's go)

Who gon' stop me, huh?
Beat the odds, beat the feds
It wouldn't be wise to bet against the kid
Start me broke, I bet I get rich
Night shift, six to six
Give me one shot, one pot
I'll show up in all white wearin' no socks
No ceiling, new coupe
They know I'm a dope boy, they don't have no proof
I'm three steps removed, I know how to move
It's looking like I don't know how to lose
I'm winning again, I'm at the Wynn
I'm at the table, I'm gamblin'
Lucky lefty, I expect a seven
I went through hell, I'm expectin' heaven
I'm owed, 'cause I'm dough, and I stuck to the G-code
I'm here, oh yeah, I promise I ain't goin' nowhere
Okay, here, like a hare, like a rabbit, I like karats
I'm allergic to havin' bunny ears, like broke, like nope
Like ha, I ain't no joke
I can't be stopped, like nope, like nope
Extend the beat, Noah (And pray to the Lord), uh
Two seats in the 911, uh
No limit on the Black Card, uh
Told y'all I was gon' go H.A.M., uh
'Til the ocean was my backyard, uh
No lies in my verses, hey
Please pardon all the curses, hey
Shit gotta come in some way, fuck
When you growing up worthless, uh
Middle finger to my old life, uh
Special shoutout to my oldhead, uh
If it wasn't for your advice, uh
A nigga would have been so dead, uh
I'm living life 'til these niggas kill me
Turn this up if you niggas feel me
I'm riding dirty, tryna get filthy
Pablo Picasso, Rothkos, Rilkes
Graduated to the MoMA
And I did all of this without a diploma
Graduated from the corner
Y'all can play me for a motherfuckin' fool if you wanna
Street-smart and I'm book-smart
Could've been a chemist, 'cause I cook smart
Only thing can stop me is me, hey
And I'ma stop when the hook start, hold up
This is something like the Holocaust
Millions of our people lost
Bow our heads and pray to the Lord
'Til I die, I'ma fucking ball
Now who gon' stop me? Who gon' stop me, huh?
Who gon' stop me? Who gon' stop me, huh?
Black cards, black cars, black on black, Black broads
Whole lotta money in a black bag
Black strap, you know what that's for45Embed"
Murder to Excellence by JAY-Z & Kanye West,Watch the Throne,"Murder to Excellence Lyrics


Uh, bloody murder, murder, murder
Bloody murder, murder, murder, murder
Bloody murder, murder, murder, murder
Bloody murder, murder, murder

Paper read, ""Murder, Black-on-Black murder""
Paper read, ""Murder, Black-on-Black murder"" again (Uh)

This is to the memory of Danroy Henry
Too much enemy fire to catch a friendly
Strays from the same shade, nigga, we on the same team
Giving you respect, I expect the same thing, uh
All-black everything, nigga, you know my fresh code
I'm out here fighting for you, don't increase my stress load
Niggas watching the throne, very happy to be you
Power to the people, when you see me, see you
And I'm from the murder capital where they murder for capital
Heard about at least three killings this afternoon
Looking at the news like, ""Damn, I was just with him after school""
No shop class, but half the school got a tool
And a ""I could die any day""-type attitude
Plus his little brother got shot reppin' his avenue
It's time for us to stop and redefine Black power
Forty-one souls murdered in fifty hours

The paper read, ""Murder, Black-on-Black murder""
The paper read, ""Murder, Black-on-Black murder"" again
""Murder"" again

Is it genocide?
'Cause I can still hear his mama cries
Know the family traumatized
Shots left holes in his face about piranha-sized
The old pastor closed the cold casket
And said the church ain't got enough room for all the tombs
It's a war going on outside we ain't safe from
I feel the pain in my city wherever I go
314 soldiers died in Iraq, 509 died in Chicago
I arrived on the day Fred Hampton died, uh
Real niggas just multiply
And they say by 21, I was supposed to die
So I'm out here celebrating my post-demise
If you put crabs in a barrel to ensure your survival
You gon' end up pulling down niggas that look just like you
What up, Blood? Uh, what up, cuz? Uh, it's all Black, uh, I love us

The paper read, ""Murder, Black-on-Black murder""
The paper read, ""Murder, Black-on-Black murder"" again
""Black-on-Black murder"" again
""Black-on-Black murder"" again

It's a celebration of Black excellence, black tie, black Maybachs
Huh, yeah, uh
Black excellence, opulence, decadence
Tuxes next to the president, I'm present
I dress in Dries, and other boutique stores in Paris
In sheepskin coats, I silence the lambs
Do you know who I am, Clarice?
No cheap cologne whenever I ""shh-shh""
Success never smelled so sweet
I stink of success, the new Black elite
They say my Black Card bear the mark of the beast
I repeat, my religion is the beat
My verse is like church, my Jesus piece
Now please, domino, domino
Only spot a few Blacks the higher I go, uh
What's up to Will? Uh, shout out to O, uh
That ain't enough, we gonna need a million more, uh
Kick in the door, uh, Biggie flow
I'm all dressed up with nowhere to go, uh
Yeah, it's all messed up when it's nowhere to go
So we won't take the time out 'til we reach the T-O-P
From parolees that hold G's, sold keys, low keys
We like the promised land of the OG's
In the past if you picture events like a black tie
What the last thing you expect to see? Black guys
What's the life expectancy for Black guys?
The system's working effectively, that's why
I'll be a real man, take care of your son
Every problem you had before this day is now done
New crib, watch a movie
'Cause there ain't nothin' on the news but the blues
Hit the mall, pick up some Gucci
Now ain't nothing new but your shoes
Sunday morning, praise the Lord
You the girl that Jesus had been saving me for
So let's savor this moment and take it to the floor
Black excellence, truly yours53Embed"
Made in America by JAY-Z & Kanye West (Ft. Frank Ocean),Watch the Throne,"Made in America Lyrics
And He'll bring you out the, out the darkness

Sweet king Martin, sweet queen Coretta
Sweet brother Malcolm, sweet queen Betty
Sweet Mother Mary, sweet father Joseph
Sweet Jesus, we made it in America
Sweet baby Jesus (Ooh, ooh-ooh-ooh, ooh-ooh-ooh)
Oh, sweet baby Jesus, we made it in America
Sweet baby Jesus (Ooh, ooh-ooh-ooh-ooh)
Oh, sweet baby Jesus, we made it in America

I told my mama I was on the come up
She said, ""You going to school, I'll give you a summer""
Then she met No I.D. and gave me his number
Ten years later, she driving a Hummer
Niggas hustle every day for a beat from Ye
What I do? Turn around, gave them beats to Jay
And I'm rapping on the beats they was supposed to buy
I guess I'm getting high off my own supply
Downtown mixing fabrics, tryna find the magic
Started a little blog just to get some traffic
Old folks'll tell you not to play in traffic, uh
A million hits and the web crashes, damn
South Park had 'em all laughing
Now all my niggas designing and we all swaggin', uh
Ignore the critics just to say we did it
This ain't no fashion show, motherfucker, we live it
Sweet king Martin, sweet queen Coretta
Sweet brother Malcolm, sweet queen Betty
Sweet Mother Mary, sweet father Joseph
Sweet Jesus, we made it in America
Sweet baby Jesus (Ooh, ooh-ooh-ooh, ooh-ooh-ooh)
Oh, sweet baby Jesus, we made it in America
Sweet baby Jesus (Ooh, ooh-ooh-ooh-ooh)
Oh, sweet baby Jesus, we made it in America

I pledge allegiance to my grandma
For that banana pudding, our piece of Americana
Our apple pie was supplied through Arm & Hammer
Straight out the kitchen, shh, don't wake nana
Built a republic that still stands
I'm tryna lead a nation to leave to my little man's
Or my daughter, so I'm boiling this water
The scales was lopsided, I'm just restoring order
Hold up, here comes grandma, what's up Yaya?
What's that smell? Oh, I'm just boiling some agua
No papa, bad Santa
The streets raised me, pardon my bad manners
I got my liberty chopping grams up
Street justice, I pray God understand us
I pledge allegiance to all the scramblers
This is the Star-Spangled Banner
Sweet king Martin, sweet queen Coretta
Sweet brother Malcolm, sweet queen Betty
Sweet Mother Mary, sweet father Joseph
Sweet Jesus, we made it in America
Sweet baby Jesus (Ooh, ooh-ooh-ooh, ooh-ooh-ooh)
Oh, sweet baby Jesus, we made it in America
Sweet baby Jesus (Ooh, ooh-ooh-ooh-ooh)
Oh, sweet baby Jesus, we made it in America
Yes, we did
Sweet baby Jesus (Ooh, ooh-ooh-ooh, ooh-ooh-ooh)
Oh, sweet baby Jesus, we made it in America
Sweet baby Jesus (Ooh, ooh-ooh-ooh-ooh)
Oh, sweet baby Jesus, we made it in America
Yes, we did30Embed"
Why I Love You by JAY-Z & Kanye West (Ft. Mr. Hudson),Watch the Throne,"Why I Love You Lyrics
Ooh, I love you so
But why I love you, I'll never know
Ooh, I love you so
But why I love you, I'll never know
Ooh, I love you so
But why I love you, I'll never know
Ooh, I love you so
But why I love you, I'll never know
Picture, if you will, that the throne's burning
Rome's burning, and I'm sitting in the corner all alone, burning
Why does it always end up like this?
Something that we don't determine
Same people that I fought for, that I fight for, that I ride for
That I live for, that I die for
Be the reason that these niggas is alive for
And they want me dead, but I'm sorry, but I just can't die for you
But I can make 'em put their hands in the sky for you
We waiting for the fireworks like July 4th
Get fly more, get high more, cry boy, why for?
When the grief is over, beef is over
I'll be fly when Easter's over
I tried to teach niggas how to be kings
And all they ever wanted to be was soldiers
So when love is gone 'til blood is drawn
'Cause we no longer wear the same uniform
Fuck you, squares, the circle got smaller
The castle got bigger, the walls got taller
And truth be told, after all that said
Niggas still got love for you
Ooh, I love you so
But why I love you, I'll never know
Ooh, I love you so
But why I love you, I'll never know
Ooh, I love you so
But why I love you, I'll never know
Ooh, I love you so
But why I love you, I'll never know

Showed love to you niggas
You ripped out my heart and you stepped on it
I picked up the pieces 'fore you swept on it
Goddamn, this shit leaves a mess, don't it?
Shit feelin' like death, don't it?
Charge it to the game, whatever's left on it
I spent about a minute, maybe less on it
Fly, pelican, fly, turn the jets on it
But first I shall digress on it
Wasn't I a good king?
Maybe too much of a good thing, huh?
Didn't I spoil you? Me or the money, what you loyal to?
Huh, I gave you my loyalty
Made you royalty and royalties
Took care of these niggas' lawyer fees
And this is how niggas rewarded me, damn
Ooh, I love you so
But why I love you, I'll never know
Ooh, I love you so
But why I love you, I'll never know

Bussin' at me, b-b-b-bussin' at me
But I'm bulletproof, bitch, you can't get nothin' past me
Got body armor
A nigga gotta watch the throne
And I'm bussin' back
So niggas in a glass house should not throw stones
What do you do when the love turn to hate?
Gotta separate from these fuckin' fakes
Caesar didn't see it, so he ceased to exist
So the nigga that killed him had keys to his shit
Am I my brother's keeper?
Only if that nigga don't creep up
Got a pistol under my pillow
I've never been a deep sleeper
P-P-P-Paranoia, 'cause the nigga that said he'll
Blast for ya is now blastin' for ya
That's an assassin for ya
These niggas got a shot, they'll shoot
Please Lord, forgive him
For these niggas not know what they do, ooh35Embed"
Illest Motherfucker Alive by JAY-Z & Kanye West,Watch the Throne,"Illest Motherfucker Alive Lyrics

Uh-oh, damn, uh-oh
1985 white Lamborghini Countach, two of 'em

I need a slow motion video right now
'Cause I'm movin' in slow motion, slow motion
Feelin' like Hype Williams shootin' a nigga
Shootin' a nigga, hey, hey, hey
I need a slow motion video right now, ayy, ayy

Damn, baby, pussy can't be your only hustle
Unless you bad as Naomi Russell
I mean a lot of niggas got money
So basically, Russell ain't the only Russell
Russell Brand, Russell Crowe
Zero, zero, zero, zero, a whole lot of Os
What you after, actor money?
You in line behind currency, yeah, you after money
Bulletproof condom when I'm in these hoes
Got staples on my dick, why? Fuckin' centerfolds
And I swear to God they so cold
Got a nigga in Miami wearing winter clothes
I got my fur on, feelin' like Jerome
She got her fur too, we get our his and her on
Don't look at the jewelry, or get your blur on
Too close, you comatose, so dope, you overdose
Get back, you overclose, oh no
Whole hood loved son and then I blessed 'em with that Polo
Niggas was making music and then my first solo
Collo Drolo, sponsored by Manolo
She got Zeppi Notos ready for some photos
Yeah, and I'm cold, bitch, please try to keep the door closed
Lanvin thousand-dollar tee with no logos
Let me show you what I see when my eyes closed
Take it how you want 'til a nigga dead
'Til then, I'm the illest motherfucker alive
Yeah, yeah, uh-huh
Whole world aiming at a nigga head
Because I'm the illest motherfucker alive
Yeah, yeah, uh-huh, hol' up

King Hov, I'm exactly what the fuck you think
Eleven in a row, Bill Russell rings
Michael Jordan swag, y'all think Michael Jordan bad
Nigga, I got five more rings than Michael Jordan had
Elvis has left the building, now I'm on the Beatles ass
Niggas hear Watch the Throne, yeah, it's like the Beatles back
Bey-Bey my Yoko Ono, Rih-Rih complete the family
Imagine how that's gon' look front row at the Grammys
Fuck your awards like Eddie Murphy's couch
The Roc is in the building, we should have stayed in the house
I don't even know what we doing here
Seems to me a complete waste of gear
Just a fuckin' waste of time, a complete waste of bottles
Niggas' fashion is weak, they be wastin' all the models
Got the oversized Rollie, let me show thee how to do it
When I say it then you see it, it ain't only in the music
Basquiats, Warhols, serving as my muses
My house like a museum so I see 'em when I'm peeing
Usually you have this much taste, you European
That's the end of that way of thinking, nigga, never again
Know when to leave when the heat is coming, I learnt that
This is where DeNiro would be if he ain't turn back
Fuck Sosa, this Hova, this is real life
This is what the ending of Scarface should feel like
I need a slow motion video right now
'Cause I'm movin' in slow motion, slow motion (I'm moving in slow motion, slow motion)
Feelin' like Hype Williams shootin' a nigga (I'm moving in slow motion, slow motion)
Shootin' a nigga, hey, hey, hey (I'm moving in slow motion, slow motion)
I need a slow motion video right now (I'm moving in slow motion, slow motion)
Ayy, ayy (I'm moving in slow motion, slow motion)
51Embed"
H·A·M by JAY-Z & Kanye West,Watch the Throne,"H·A·M Lyrics
It was all good just a week ago, niggas feel theyself
And that Watch the Throne drop, niggas kill theyself
What niggas gon' do, Hov?
This the new crack, on a new stove
I'm in the two-door, true that, niggas telling me, ""You back!""
Like a nigga ever left up out this bitch, huh?
And if life's a bitch, bet she suck my dick, huh
And I bet she fucked the whole clique, huh
By the way, nigga, you should fucking quit, nigga
Just forget it, you talk it, I live it
Like Eli, I did it, joke's on you, motherfucker and I get it, haha
No paper, ho, but you can have some more of me
Or-a-gy or are we speaking metaphorically?
Historically I'm kicking bitches out like Pam, nigga
Going HAM, nigga, me and Jigga
And a nigga still young, wanna have no kids
But I've been practicing with some actresses as bad as shit
Had a few white girls, asses flat as shit
But the head's so good, damn, a nigga glad he hit
Got 'em jumping out the building, watch out below
A million out the door
I'm about to go HAM
Hard as a motherfucker, let these niggas know who I am
I'm about to go HAM
Hard as a motherfucker, let these niggas know who I am

Fuck y'all mad at me for?
Y'all don't even know what I've been through
I played chicken with a Mack truck
Y'all motherfuckers woulda been moved
I swam waters with great whites
Y'all motherfuckers woulda been chewed
I hustled with vultures late nights
Y'all motherfuckers woulda been food
Fuck wrong with these dudes? Try to walk around in these shoes
See the shit I saw growing up
Then maybe you could take a peek at these boos
Niggas fantasize about the shit that I do daily
Like these rappers rap about all the shit that I do really
I'm like, ""Really, half a billi,' nigga, really?"" You got baby money
Keep it real with niggas, niggas ain't got my lady money
Watch the throne, don't step on our robe
Bad enough we let you step on our globe
When my nephew died, daddy dead
Nigga took the price on my uncle's head
Nobody called the cops as my uncle bled
So I feel like I would like to know my uncle's bread
Bow down, brother, pay homage
Don't spill hate all on my garments
Comme des Garçons, fuck yo' fresh
Head shots, nigga, fuck your vest
Fuck the pig, no pork on my fork
Peace, God, 'cause you know a nigga just went
HAM
Hard as a motherfucker, let these niggas know who I am
Yeah, I'm 'bout to go HAM
Hard as a motherfucker, let these niggas know who I am
Yeah, I'm 'bout to go HAM

Vivat rex in homine
Vivat rex in homine
Vivat rex in homine
Vivat rex in homine63Embed"
Primetime by JAY-Z & Kanye West,Watch the Throne,"Primetime Lyrics

We in the time of our lives, baby
Turn the music up, prime time
Uh, yeah

Prime time, beat by Dion
Our third eon, that's what the fuck we on
More money, forty-year-old phenom
My fifteen minutes of fame has stretched beyond
At forty-two, be better than twenty-fours
I carried the four-five, mastered forty-eight laws
Still wearing my 23s, they can't fuck with the boy
Far as them sixteens, I'm 23 of it all
Prime time, riding that six-deuce
That 911, I only subtract the roof
I started in '88, got warm in '92
I landed in '96, that's the year I came through
I hit the club, ordered some Grey Goose
Switched it for CÎROC to give Puff's stock a boost
New money, I found the fountain of youth
I'm headed to Miami to fuck up the Fontainebleau
A case of Ace, make it two
Nigga, we rollin', beat the deuce
The night is young, what the fuck we gon' do? Ooh
The night is young, what the fuck you wanna do, huh?
The night is young, what the fuck we gon' do, huh?
The night is young, what you really wanna do, huh?

Prime time, basking in the lime
Cassius in his prime, coloring out of the line
'Cause they don't want nobody that's colored out of the lines
So I'm late as a motherfucker, colored people time
Damn, Yeezy, they all gotta be dimes?
Well, Adam gave up a rib, so mine better be prime
Niggas gon' kill me, I swear they better be lying
I never live in fear, I'm too out of my mind
Prime time, never hit these heights
I mean it's like, it's like our first first-class flight
I'm tripping on it, socks on marble floors, I'm slipping on it
Champagne, I'm sipping on it, shit tastes different, don't it?
You know what? You right
It's like the best damn champagne I had in my life
""When you coming home?"" That's a text from my wife
I told her run a bubble bath
And float in that motherfucker like a hovercraft
And soak in that motherfucker 'til I call you back
I mean, who says shit like that and doesn't laugh?
Hah
The night is young, what the fuck you wanna do, huh?
The night is young, what the fuck we gon' do, huh?
The night is young, what you really wanna do, huh?23Embed"
The Joy by JAY-Z & Kanye West (Ft. Curtis Mayfield),Watch the Throne,"The Joy Lyrics

Add a little sugar (Ow), honeysuckle and (Woo)
A great big expression of happiness
Boy, you couldn't miss (Uh-huh, uh-huh)
With a dozen roses (Ayy, uh, Mr. West)
Such would astound you (Pete Rock)
The joy of children laughing around you (Uh)
These are all the makings of you (Woo)

I do it for the forefathers, yeah, the street authors
That are now A&Rs in the cheap office
Rappers that never got signed, but they keep offers
Girls that's way too fine for us to keep off us
Gave her a handshake only for my man's sake
She in her birthday suit 'cause of the damn cake
Now it's crumbs all over the damn place (Uh-huh)
And she want me to cum all over her damn face
I never understood Planned Parenthood
'Cause I never met nobody planned to be a parent in the hood
Taking refills of that Plan B pill
Another shorty that won't make it to the family will
If I don't make it, can't take it, hope the family will
They ain't crazy, they don't know how insanity feel
Don C. just had a shorty, so it's not that bad
But I still hear the ghosts of the kids I never had
Add a little sugar (Woo), honeysuckle and (Come on)
A great big expression of happiness (Ow)
Boy, you couldn't miss (Uh-huh, uh)
With a dozen roses (Ayy, uh, Kanye)
Such would astound you (Pete Rock)
The joy of children laughing around you (Uh)
These are all the makings of you (Yeah)

No electro, no metro
A little retro, ah, perfecto
You know the demo, your boy act wild
You ain't get the memo? Yeezy's back in style
Now one room got Gidget, the other got Bridget
What's more tripped out, dawg, is they sisters
Nah, you ain't listen, they Black, they sisters
They mama named 'em after white bitches
So next time you see me on your fallopian
Though the jewelry's Egyptian, know the hunger's Ethiopian
Stupid questions like, ""Is he gon' be dope again?
Have you seen him? Has anybody spoke to him?""
This beat deserves Hennessy
A bad bitch, and a bag of weed, the Holy Trinity
In the mirror where I see my only enemy
Your life's cursed? Well, mine's an obscenity
Add a little sugar (Woo), honeysuckle and (Come on, red lights)
A great big expression of happiness (Ow)
Boy, you couldn't miss (Let that thing roll, uh-huh, uh)
With a dozen roses (Ayy, uh, Kanye)
Such would astound you (Pete Rock, uh)
The joy of children laughing around you (Uh)
These are all the makings of you (Yeah, ow)
This is my mama's shit
I used to hear this through the walls in the hood when I was back on my pajama shit (Uh-huh)
Afros and marijuana sticks (Woo)
Seeds in the ganja had it poppin' like the sample that I'm rhymin' with
Pete Rock (Uh), let the needle drop
I seen so much as a kid, they surprised I don't needle pop (Uh-huh)
Takin' sips of Pop's six-pack of Miller nips
Pink Champale, Ballantine Ale
Ballys on my feet help me balance out well (Woo)
That and the shit I used to balance on the scale
I got it honest from the parties from my mama's
Virgin Marys tried to judge her, I'm like, ""Where are them Madonnas now?""
Give all glory to Gloria (One-two, okay)
They said you raised that boy too fast
But you was raising a warrior
We victorious, they'll never take the joy from us, uh (One-two, okay)
Keep your hands up, get 'em high now (It's Pete Rock, Kanye)
Don't let them take your fire
Keep your hands up, get 'em high now (One-two, okay)
Don't let them take your fire
Keep your hands up, get 'em high now (It's Pete Rock, Kanye)
Don't let them take your fire
Keep your hands up, get 'em high now, yeah (One-two, okay)
It's Pete Rock, Kanye
One-two, okay
It's Pete Rock, Kanye
One-two, okay
It's Pete Rock, Kanye
One-two, okay
It's Pete Rock, Kanye
One-two, okay31Embed"
"To the World by Kanye West, R. Kelly & Teyana Taylor",Kanye West Presents: Good Music - Cruel Summer,"To the World Lyrics
Let me see you put your middle fingers up
To the world, I made up in my mind (ohh)
I'm doin' things my way, I'm burnin' shit down tonight
I'm doin' things my way (ohh)
It's my way or the highway, let me say it one more time
Middle fingers up to the world, to the world
To the wor-or-or-or-or-or-or-or-or-or-or-orld
To the world, to the world
To the wor-or-or-or-or-or-or-or-or-or-or-orld
Let me see you put your middle fingers up!
Middle fingers up!

(Motherfucker) Deuces minus one
Middle finger to the sky tonight (Ay, ay, ay)
The whole world is a couch
Bitch, I'm Rick James tonight (I don't give a fuck)
Throw it up (ay) throw it up (ay) cause you can't take it with you
Funny how they wait 'til you gone just to miss you
To the world (ay) to the world (ay) then I'm on my Sinatra
I'm doing it my way, let's take it a notch up
Take it u-u-u-up
Let me see you put your middle fingers up!
To the world, I made up in my mind (ohh)
Doing things my way, I'm burning shit down tonight
I'm doing things my way (ohh)
It's my way or the highway, let me say it one more time
Middle fingers up to the world, to the world
To the wor-or-or-or-or-or-or-or-or-or-or-orld

Mmm, ain't this some shit? Pulled up in the A-V-entador
And the doors, raise up like praise the Lord
Did the fashion show, and a tour, this the movie and the score
This a ghetto opera, Francis Foreign Car Coppola
I need a new crib to hold my plaques, Rick Ross had told me that
Said I be all up in Goldman Sachs, like these niggas tryna hold me back
These niggas tryna hold me back, I'm just tryna protect my stacks
Mitt Romney don't pay no tax, Mitt Romney don't pay no tax
Chi-Town 'til I'm on my back, Chi-Town 'til I'm on my back
Only nigga in Beverly Hills, where the hell is Axel Foley at?
""Ease up there, baby boy"": Ving Rhames told Jody that
R. Kelly and the God of rap, shitting on you, holy crap

Let me see you put your middle fingers up!
To the world, to the world
To the wor-or-or-or-or-or-or-or-or-or-or-orld
To the world, to the world
To the wor-or-or-or-or-or-or-or-or-or-or-orld
Let me see you put your middle fingers up!
I could give it all up, but it's not enough
Ay ay, here you go, my middle finger
To the world, to the world, from the ground to the moon
Hills to the mountains, yeah, hands to the roof
Give it up, give it up, won't let you deny me
Makin' you love me, makin' you love me23Embed"
